id,symbol,name,marketcap
1633,KMSUGAR,K.M.Sugar Mills Limited,25806
1634,ASIANHOTNR,Asian Hotels (North) Limited,25678
1635,SVLL,Shree Vasu Logistics Limited,25569
1636,GUJAPOLLO,Gujarat Apollo Industries Limited,25559
1637,NURECA,Nureca Limited,25530
1638,STARTECK,Starteck Finance Limited,25519
1639,FROG,Frog Cellsat Limited,25422
1640,PRAXIS,Praxis Home Retail Limited,25419
1641,SHREEKARNI,Shree Karni Fabcom Limited,25364
1642,COMSYN,Commercial Syn Bags Limited,25190
1643,ABCOTS,A B Cotspin India Limited,25154
1644,BGRENERGY,BGR Energy Systems Limited,25112
1645,RKEC,RKEC Projects Limited,25058
1646,MCLEODRUSS,Mcleod Russel India Limited,24965
1647,CHAVDA,Chavda Infra Limited,24940
1648,LOYALTEX,Loyal Textile Mills Limited,24785
1649,KAPSTON,Kapston Services Limited,24584
1650,BROOKS,Brooks Laboratories Limited,24567
1651,THOMASCOTT,Thomas Scott (India) Limited,24545
1652,BASML,Bannari Amman Spinning Mills Limited,24510
1653,RVHL,Ravinder Heights Limited,24500
1654,PPAP,PPAP Automotive Limited,24451
1655,DELPHIFX,DELPHI WORLD MONEY LIMITED,24342
1656,ELGIRUBCO,Elgi Rubber Company Limited,24324
1657,SADBHIN,Sadbhav Infrastructure Project Limited,24304
1658,DCI,Dc Infotech And Communication Limited,23998
1659,ANMOL,Anmol India Limited,23790
1660,A2ZINFRA,A2Z Infra Engineering Limited,23776
1661,AHLEAST,Asian Hotels (East) Limited,23534
1662,VETO,Veto Switchgears And Cables Limited,23483
1663,MANORG,Mangalam Organics Limited,23334
1664,SAH,Sah Polymers Limited,23113
1665,ROXHITECH,Rox Hi Tech Limited,23088
1666,AIROLAM,Airo Lam limited,23028
1667,BAIDFIN,Baid Finserv Limited,22753
1668,SELMC,SEL Manufacturing Company Limited,22747
1669,DRSDILIP,DRS Dilip Roadlines Limited,22744
1670,TEXMOPIPES,Texmo Pipes and Products Limited,22553
1671,TTL,T T Limited,22498
1672,GIRRESORTS,GIR Natureview Resorts Limited,22472
1673,MANAKCOAT,Manaksia Coated Metals & Industries Limited,22429
1674,JMA,Jullundur Motor Agency (Delhi) Limited,22407
1675,CORDSCABLE,Cords Cable Industries Limited,22378
1676,DEVIT,Dev Information Technology Limited,22355
1677,IRIS,Iris Business Services Limited,22188
1678,CROWN,Crown Lifters Limited,22158
1679,RANEENGINE,Rane Engine Valve Limited,21975
1680,OMAXAUTO,Omax Autos Limited,21927
1681,TREJHARA,TREJHARA SOLUTIONS LIMITED,21891
1682,NILASPACES,Nila Spaces Limited,21861
1683,BYKE,The Byke Hospitality Ltd,21773
1684,MODIRUBBER,Modi Rubber Limited,21760
1685,ANLON,Anlon Technology Solutions Limited,21747
1686,PRITI,Priti International Limited,21726
1687,PARAGON,Paragon Fine and Speciality Chemical Limited,21699
1688,NECCLTD,North Eastern Carrying Corporation Limited,21662
1689,CCHHL,Country Club Hospitality & Holidays Limited,21659
1690,SUPERHOUSE,Superhouse Limited,21648
1691,RAMANEWS,Shree Rama Newsprint Limited,21612
1692,HILTON,Hilton Metal Forging Limited,21420
1693,NDGL,Naga Dhunseri Group Limited,21385
1694,GSS,GSS Infotech Limited,21383
1695,LGBFORGE,LGB Forge Limited,21200
1696,INDOWIND,Indowind Energy Limited,21145
1697,MEP,MEP Infrastructure Developers Limited,21096
1698,BTML,Bodhi Tree Multimedia Limited,21037
1699,VMARCIND,V Marc India Limited,21020
1700,UNITEDPOLY,United Polyfab Gujarat Limited,21001
1701,RMDRIP,R M Drip and Sprinklers Systems Limited,20960
1702,ALPHAGEO,Alphageo (India) Limited,20896
1703,QMSMEDI,QMS Medical Allied Services Limited,20893
1704,USASEEDS,Upsurge Seeds Of Agriculture Limited,20826
1705,UNIHEALTH,Unihealth Consultancy Limited,20790
1706,ROCKINGDCE,Rockingdeals Circular Economy Limited,20681
1707,ESCONET,Esconet Technologies Limited,20592
1708,SMSLIFE,SMS Lifesciences India Limited,20442
1709,VARDMNPOLY,Vardhman Polytex Limited,20400
1710,AVONMORE,Avonmore Capital & Management Services Limited,20399
1711,LAGNAM,Lagnam Spintex Limited,20399
1712,AKSHARCHEM,AksharChem India Limited,20348
1713,MODTHREAD,Modern Threads (India) Limited,20326
1714,SSFL,Srivari Spices And Foods Limited,20283
1715,IEL,Indiabulls Enterprises Limited,20230
1716,BAHETI,Baheti Recycling Industries Limited,20063
1717,ZEELEARN,Zee Learn Limited,20055
1718,GENCON,Generic Engineering Construction and Projects Limited,20048
1719,SURANAT&P,Surana Telecom and Power Limited,19957
1720,DELAPLEX,Delaplex Limited,19828
1721,ASPINWALL,Aspinwall and Company Limited,19671
1722,DTIL,Dhunseri Tea & Industries Limited,19560
1723,DENEERS,De Neers Tools Limited,19450
1724,KCEIL,Kay Cee Energy & Infra Limited,19394
1725,AVPINFRA,AVP Infracon Limited,19359
1726,KANPRPLA,Kanpur Plastipack Limited,19322
1727,CMNL,Chaman Metallics Limited,19320
1728,RAJSREESUG,Rajshree Sugars & Chemicals Limited,19252
1729,KBCGLOBAL,KBC Global Limited,19198
1730,EFORCE,Electro Force (India) Limited,19188
1731,AURDIS,Aurangabad Distillery Limited,19172
1732,INDBANK,Indbank Merchant Banking Services Limited,19149
1733,TARMAT,Tarmat Limited,18970
1734,INM,Interiors & More Limited,18629
1735,MAXPOSURE,Maxposure Limited,18613
1736,INFOLLION,Infollion Research Services Limited,18553
1737,BAFNAPH,Bafna Pharmaceuticals Limited,18535
1738,MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,18501
1739,EFACTOR,E Factor Experiences Limited,18493
1740,CLOUD,Varanium Cloud Limited,18488
1741,COMPUSOFT,Compucom Software Limited,18476
1742,DJML,DJ Mediaprint & Logistics Limited,18467
1743,DUCON,Ducon Infratechnologies Limited,18456
1744,ATLANTAA,ATLANTAA LIMITED,18419
1745,PRATHAM,Pratham EPC Projects Limited,18382
1746,MADHAVBAUG,Vaidya Sane Ayurved Laboratories Limited,18293
1747,MAHESHWARI,Maheshwari Logistics Limited,18217
1748,SHIVATEX,Shiva Texyarn Limited,18200
1749,SIGIND,Signet Industries Limited,18192
1750,DHRUV,Dhruv Consultancy Services Limited,18022
1751,SECL,Salasar Exteriors and Contour Limited,18016
1752,NITIRAJ,Nitiraj Engineers Limited,17780
1753,INVENTURE,Inventure Growth & Securities Limited,17640
1754,ATAM,Atam Valves Limited,17636
1755,SPECTSTM,Spectrum Talent Management Limited,17632
1756,AARVI,Aarvi Encon Limited,17623
1757,WEIZMANIND,Weizmann Limited,17580
1758,SALSTEEL,S.A.L. Steel Limited,17546
1759,ALPA,Alpa Laboratories Limited,17516
1760,GVPTECH,GVP Infotech Limited,17508
1761,SHREEOSFM,Shree OSFM E-Mobility Limited,17469
1762,SONAMAC,Sona Machinery Limited,17443
1763,GLOBALVECT,Global Vectra Helicorp Limited,17262
1764,MANAKALUCO,Manaksia Aluminium Company Limited,17235
1765,INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,17209
1766,BLBLIMITED,BLB Limited,17181
1767,EROSMEDIA,Eros International Media Limited,17121
1768,SUPREMEINF,Supreme Infrastructure India Limited,17089
1769,SMARTLINK,Smartlink Holdings Limited,17042
1770,VITAL,Vital Chemtech Limited,17005
1771,VISESHINFO,Visesh Infotecnics Limited,16985
1772,CADSYS,Cadsys (India) Limited,16948
1773,XELPMOC,Xelpmoc Design And Tech Limited,16903
1774,SWASTIK,Swastik Pipe Limited,16820
1775,PRAENG,Prajay Engineers Syndicate Limited,16820
1776,MUKTAARTS,Mukta Arts Limited,16803
1777,PARIN,Parin Furniture Limited,16733
1778,VIVIANA,Viviana Power Tech Limited,16716
1779,UMANGDAIRY,Umang Dairies Limited,16601
1780,BSL,BSL Limited,16550
1781,MAHASTEEL,Mahamaya Steel Industries Limited,16541
1782,ARCHIDPLY,Archidply Industries Limited,16458
1783,CTE,Cambridge Technology Enterprises Limited,16382
1784,ARSHIYA,Arshiya Limited,16336
1785,AARTECH,Aartech Solonics Limited,16325
1786,SALONA,Salona Cotspin Limited,16308
1787,LOVABLE,Lovable Lingerie Limited,16280
1788,CANARYS,Canarys Automations Limited,16265
1789,BAWEJA,Baweja Studios Limited,16262
1790,URBAN,Urban Enviro Waste Management Limited,16194
1791,BAGFILMS,B.A.G Films and Media Limited,16116
1792,ISFT,Intrasoft Technologies Limited,16109
1793,KLL,Kaushalya Logistics Limited,16093
1794,GREENCHEF,Greenchef Appliances Limited,16058
1795,IVP,IVP Limited,15964
1796,WORTH,Worth Peripherals Limited,15893
1797,SONAMLTD,SONAM LIMITED,15883
1798,SUMIT,Sumit Woods Limited,15859
1799,TIRUPATIFL,Tirupati Forge Limited,15827
1800,EMMBI,Emmbi Industries Limited,15815
1801,ARVEE,Arvee Laboratories (India) Limited,15803
1802,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,15792
1803,UNIVASTU,Univastu India Limited,15791
1804,LLOYDS,Lloyds Luxuries Limited,15750
1805,SURANASOL,Surana Solar Limited,15722
1806,SOMICONVEY,Somi Conveyor Beltings Limited,15679
1807,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,15625
1808,SHIGAN,Shigan Quantum Technologies Limited,15579
1809,BHARATGEAR,Bharat Gears Limited,15555
1810,ONDOOR,On Door Concepts Limited,15539
1811,OILCOUNTUB,Oil Country Tubular Limited,15479
1812,SPLIL,SPL Industries Limited,15457
1813,CAPTRUST,Capital Trust Limited,15445
1814,FIDEL,Fidel Softech Limited,15408
1815,MDL,Marvel Decor Limited,15336
1816,3RDROCK,3rd Rock Multimedia Limited,15316
1817,VEEKAYEM,Veekayem Fashion and Apparels Limited,15312
1818,DYNAMIC,Dynamic Services & Security Limited,15293
1819,GILLANDERS,Gillanders Arbuthnot & Company Limited,15185
1820,CENTEXT,Century Extrusions Limited,15160
1821,SHRITECH,Shri Techtex Limited,15145
1822,TOTAL,Total Transport Systems Limited,15143
1823,MITCON,MITCON Consultancy & Engineering Services Limited,15113
1824,ARHAM,Arham Technologies Limited,15101
1825,TOUCHWOOD,Touchwood Entertainment Limited,15037
1826,JOCIL,Jocil Limited,15014
1827,VAISHALI,Vaishali Pharma Limited,15012
1828,FCONSUMER,Future Consumer Limited,14978
1829,DIGIDRIVE,Digidrive Distributors Limited,14962
1830,KEL,Kundan Edifice Limited,14961
1831,CORALFINAC,Coral India Finance & Housing Limited,14912
1832,ACCURACY,Accuracy Shipping Limited,14905
1833,KALYANIFRG,Kalyani Forge Limited,14850
1834,NIRAJ,Niraj Cement Structurals Limited,14837
1835,SRIVASAVI,Srivasavi Adhesive Tapes Limited,14812
1836,IPSL,Integrated Personnel Services Limited,14755
1837,GTL,GTL Limited,14707
1838,RELCHEMQ,Reliance Chemotex Industries Limited,14638
1839,INDIANCARD,Indian Card Clothing Company Limited,14609
1840,MANGALAM,Mangalam Drugs And Organics Limited,14578
1841,PALREDTEC,Palred Technologies Limited,14545
1842,SIL,Standard Industries Limited,14538
1843,LEMERITE,Le Merite Exports Limited,14464
1844,BALPHARMA,Bal Pharma Limited,14414
1845,KOHINOOR,Kohinoor Foods Limited,14365
1846,AKANKSHA,Akanksha Power and Infrastructure Limited,14343
1847,RHFL,Reliance Home Finance Limited,14294
1848,LAMBODHARA,Lambodhara Textiles Limited,14248
1849,CUBEXTUB,Cubex Tubings Limited,14219
1850,GOLDKART,Goldkart Jewels Limited,14217
1851,AHLADA,Ahlada Engineers Limited,14142
1852,BEARDSELL,Beardsell Limited,14020
1853,IL&FSTRANS,IL&FS Transportation Networks Limited,13981
1854,HPIL,Hindprakash Industries Limited,13932
1855,PANSARI,Pansari Developers Limited,13923
1856,AMJLAND,Amj Land Holdings Limited,13879
1857,NOIDATOLL,Noida Toll Bridge Company Limited,13872
1858,DBSTOCKBRO,DB (International) Stock Brokers Limited,13825
1859,HOMESFY,Homesfy Realty Limited,13748
1860,S&SPOWER,S&S Power Switchgears Limited,13714
1861,GRCL,Gayatri Rubbers And Chemicals Limited,13662
1862,PULZ,Pulz Electronics Limited,13630
1863,AKI,AKI India Limited,13453
1864,AGRITECH,Agri-Tech (India) Limited,13448
1865,DCM,DCM  Limited,13448
1866,PRAKASHSTL,Prakash Steelage Limited,13388
1867,SOTAC,Sotac Pharmaceuticals Limited,13371
1868,SHRADHA,Shradha Infraprojects Limited,13304
1869,MADHUSUDAN,Madhusudan Masala Limited,13287
1870,JAINAM,Jainam Ferro Alloys (I) Limited,13286
1871,FONEBOX,Fonebox Retail Limited,13271
1872,SUNDARAM,Sundaram Multi Pap Limited,13269
1873,MRO-TEK,MRO-TEK Realty Limited,13266
1874,KREBSBIO,Krebs Biochemicals and Industries Limited,13249
1875,KHFM,Khfm Hospitality And Facility Management Services Limited,13227
1876,PASHUPATI,Pashupati Cotspin Limited,13175
1877,DUCOL,Ducol Organics And Colours Limited,13101
1878,AKSHOPTFBR,Aksh Optifibre Limited,13097
1879,WIPL,The Western India Plywoods Limited,12986
1880,PATINTLOG,Patel Integrated Logistics Limited,12949
1881,IBLFL,IBL Finance Limited,12860
1882,VR,V R Infraspace Limited,12756
1883,GICL,Globe International Carriers Limited,12709
1884,JHS,JHS Svendgaard Laboratories Limited,12661
1885,FLEXITUFF,Flexituff Ventures International Limited,12568
1886,AUSOMENT,Ausom Enterprise Limited,12547
1887,DANGEE,Dangee Dums Limited,12472
1888,DGCONTENT,Digicontent Limited,12452
1889,ARTNIRMAN,Art Nirman Limited,12428
1890,SHAH,Shah Metacorp Limited,12363
1891,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,12362
1892,SURYALAXMI,Suryalakshmi Cotton Mills Limited,12289
1893,BVCL,Barak Valley Cements Limited,12144
1894,GOYALALUM,Goyal Aluminiums Limited,12132
1895,TRANSTEEL,Transteel Seating Technologies Limited,12117
1896,BHANDARI,Bhandari Hosiery Exports Limited,12094
1897,PARTYCRUS,Party Cruisers Limited,12047
1898,MOTOGENFIN,The Motor & General Finance Limited,11812
1899,PALASHSECU,Palash Securities Limited,11809
1900,ANIKINDS,Anik Industries Limited,11781
1901,SHAHALLOYS,Shah Alloys Limited,11760
1902,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,11672
1903,SUVIDHAA,Suvidhaa Infoserve Limited,11617
1904,LOTUSEYE,Lotus Eye Hospital and Institute Limited,11573
1905,GANGESSECU,Ganges Securities Limited,11484
1906,AGNI,Agni Green Power Limited,11467
1907,SIKKO,Sikko Industries Limited,11357
1908,AMDIND,AMD Industries Limited,11251
1909,STEELCITY,Steel City Securities Limited,11217
1910,TPHQ,Teamo Productions HQ Limited,11196
1911,GLOBE,Globe Textiles (India) Limited,11184
1912,FRETAIL,Future Retail Limited,11117
1913,SOMATEX,Soma Textiles & Industries Limited,11099
1914,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,11080
1915,QUICKTOUCH,Quicktouch Technologies Limited,11028
1916,LASA,Lasa Supergenerics Limited,11022
1917,ZENITHDRUG,Zenith Drugs Limited,10752
1918,ZENITHSTL,Zenith Steel Pipes & Industries Limited,10671
1919,LPDC,Landmark Property Development Company Limited,10664
1920,NIRMAN,Nirman Agri Genetics Limited,10595
1921,NAGREEKEXP,Nagreeka Exports Limited,10593
1922,AVROIND,AVRO INDIA LIMITED,10572
1923,ALKALI,Alkali Metals Limited,10524
1924,AAATECH,AAA Technologies Limited,10505
1925,CINEVISTA,Cinevista Limited,10482
1926,ENERGYDEV,Energy Development Company Limited,10450
1927,ATALREAL,Atal Realtech Limited,10435
1928,GROBTEA,The Grob Tea Company Limited,10226
1929,SIMBHALS,Simbhaoli Sugars Limited,10217
1930,GLOBALPET,Global Pet Industries Limited,10130
1931,BANKA,Banka BioLoo Limited,10120
1932,PIONEEREMB,Pioneer Embroideries Limited,10113
1933,KEYFINSERV,Keynote Financial Services Limited,10110
1934,PKTEA,The Peria Karamalai Tea & Produce Company Limited,10103
1935,DELTAMAGNT,Delta Manufacturing Limited,10097
1936,ARCHIES,Archies Limited,10016
1937,MAHICKRA,Mahickra Chemicals Limited,9954
1938,OBCL,Orissa Bengal Carrier Limited,9951
1939,SAIFL,Sameera Agro And Infra Limited,9909
1940,INDSWFTLTD,Ind-Swift Limited,9885
1941,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,9862
1942,VINNY,Vinny Overseas Limited,9770
1943,SAMBHAAV,Sambhaav Media Limited,9747
1944,DAMODARIND,Damodar Industries Limited,9716
1945,GANGAFORGE,Ganga Forging Limited,9654
1946,MHHL,Mohini Health & Hygiene Limited,9629
1947,VASWANI,Vaswani Industries Limited,9450
1948,HISARMETAL,Hisar Metal Industries Limited,9383
1949,PARASPETRO,Paras Petrofils Limited,9358
1950,SECMARK,SecMark Consultancy Limited,9354
1951,CELEBRITY,Celebrity Fashions Limited,9324
1952,PRESSTONIC,Presstonic Engineering Limited,9303
1953,SYNOPTICS,Synoptics Technologies Limited,9298
1954,YAARI,Yaari Digital Integrated Services Limited,9291
1955,AAKASH,Aakash Exploration Services Limited,9264
1956,REGENCERAM,Regency Ceramics Limited,9255
1957,TOKYOPLAST,Tokyo Plast International Limited,9216
1958,ZENITHEXPO,Zenith Exports Limited,9187
1959,MOKSH,Moksh Ornaments Limited,9149
1960,DOLLEX,Dollex Agrotech Limited,9138
1961,ARABIAN,Arabian Petroleum Limited,9122
1962,TREEHOUSE,Tree House Education & Accessories Limited,9118
1963,DEEM,Deem Roll Tech Limited,9117
1964,ARIHANTACA,Arihant Academy Limited,9083
1965,ASTRON,Astron Paper & Board Mill Limited,8951
1966,PANACHE,Panache Digilife Limited,8922
1967,PRITIKA,Pritika Engineering Components Limited,8898
1968,SAMPANN,Sampann Utpadan India Limited,8833
1969,ENFUSE,Enfuse Solutions Limited,8764
1970,MCL,Madhav Copper Limited,8740
1971,FIBERWEB,Fiberweb (India) Limited,8738
1972,PROLIFE,Prolife Industries Limited,8673
1973,PRECISION,Precision Metaliks Limited,8585
1974,BABAFP,Baba Food Processing (India) Limited,8555
1975,AUROIMPEX,Auro Impex  & Chemicals Limited,8443
1976,PRAMARA,Pramara Promotions Limited,8412
1977,PENTAGON,Pentagon Rubber Limited,8404
1978,MAL,Mangalam Alloys Limited,8356
1979,PIGL,Power & Instrumentation (Gujarat) Limited,8337
1980,RCDL,Rajgor Castor Derivatives Limited,8311
1981,MBECL,Mcnally Bharat Engineering Company Limited,8263
1982,SETCO,Setco Automotive Limited,8227
1983,HOLMARC,Holmarc Opto-Mechatronics Limited,8100
1984,TIMESGTY,Times Guaranty Limited,8094
1985,MAITREYA,Maitreya Medicare Limited,8063
1986,NIBL,NRB Industrial Bearings Limited,8057
1987,SIGNORIA,Signoria Creation Limited,8001
1988,KARMAENG,Karma Energy Limited,7977
1989,AVSL,AVSL Industries Limited,7943
1990,VELS,Vels Film International Limited,7906
1991,LATTEYS,Latteys Industries Limited,7848
1992,PNC,Pritish Nandy Communications Limited,7834
1993,MONOPHARMA,Mono Pharmacare Limited,7792
1994,VERTEXPLUS,Vertexplus Technologies Limited,7767
1995,MVKAGRO,M.V.K. Agro Food Product Limited,7753
1996,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,7653
1997,DIL,Debock Industries Limited,7642
1998,BALKRISHNA,Balkrishna Paper Mills Limited,7620
1999,MARCO,Marco Cables & Conductors Limited,7582
2000,ORIENTLTD,Orient Press Limited,7570
2001,RILINFRA,Rachana Infrastructure Limited,7507
2002,SPYL,Shekhawati Poly-Yarn Limited,7411
2003,GTECJAINX,G-TEC JAINX EDUCATION LIMITED,7382
2004,YUDIZ,Yudiz Solutions Limited,7363
2005,AGROPHOS,Agro Phos India Limited,7339
2006,SHUBHLAXMI,Shubhlaxmi Jewel Art Limited,7325
2007,MCON,Mcon Rasayan India Limited,7306
2008,AMBANIORG,Ambani Organics Limited,7281
2009,AISL,ANI Integrated Services Limited,7265
2010,CPS,C P S Shapers Limited,7245
2011,HOVS,HOV Services Limited,7242
2012,KANANIIND,Kanani Industries Limited,7222
2013,SHIVAMILLS,Shiva Mills Limited,7151
2014,PRUDMOULI,Prudential Sugar Corporation Limited,7112
2015,SCML,Sharp Chucks and Machines Limited,7075
2016,AATMAJ,Aatmaj Healthcare Limited,7063
2017,KTL,Kalahridhaan Trendz Limited,7055
2018,CEREBRAINT,Cerebra Integrated Technologies Limited,7055
2019,EXCEL,Excel Realty N Infra Limited,7053
2020,SHEETAL,Sheetal Universal Limited,7005
2021,GRAPHISAD,Graphisads Limited,6954
2022,HECPROJECT,HEC Infra Projects Limited,6899
2023,SECURCRED,SecUR Credentials Limited,6878
2024,AROGRANITE,Aro Granite Industries Limited,6870
2025,MADHUCON,Madhucon Projects Limited,6826
2026,WEWIN,WE WIN LIMITED,6803
2027,KKVAPOW,KKV Agro Powers Limited,6803
2028,RELIABLE,Reliable Data Services Limited,6765
2029,AKSHAR,Akshar Spintex Limited,6750
2030,DHTL,Docmode Health Technologies Limited,6716
2031,PERFECT,Perfect Infraengineers Limited,6647
2032,MILTON,Milton Industries Limited,6620
2033,GOLDENTOBC,Golden Tobacco Limited,6612
2034,LEXUS,Lexus Granito (India) Limited,6572
2035,MAGSON,Magson Retail And Distribution Limited,6476
2036,SERVICE,Service Care Limited,6439
2037,ROML,Raj Oil Mills Limited,6438
2038,NGIL,Nakoda Group of Industries Limited,6382
2039,CLSL,Crop Life Science Limited,6308
2040,OMFURN,Omfurn India Limited,6262
2041,VIAZ,Viaz Tyres Limited,6248
2042,TRIDHYA,Tridhya Tech Limited,6241
2043,BANG,Bang Overseas Limited,6224
2044,MORARJEE,Morarjee Textiles Limited,6213
2045,MANUGRAPH,Manugraph India Limited,6189
2046,MALUPAPER,Malu Paper Mills Limited,6184
2047,UCL,Ushanti Colour Chem Limited,6148
2048,SIDDHIKA,Siddhika Coatings Limited,6133
2049,JAIPURKURT,Nandani Creation Limited,6069
2050,SPTL,Sintex Plastics Technology Limited,6043
2051,CELLPOINT,Cell Point (India) Limited,6007
2052,MICROPRO,Micropro Software Solutions Limited,5991
2053,COMMITTED,Committed Cargo Care Limited,5918
2054,HBSL,HB Stockholdings Limited,5885
2055,BANARBEADS,Banaras Beads Limited,5876
2056,SANGANI,Sangani Hospitals Limited,5855
2057,BDR,BDR Buildcon Limited,5824
2058,JETFREIGHT,Jet Freight Logistics Limited,5777
2059,MARSHALL,Marshall Machines Limited,5736
2060,ABMINTLLTD,ABM International Limited,5725
2061,TERASOFT,Tera Software Limited,5693
2062,AKG,Akg Exim Limited,5688
2063,PEARLPOLY,Pearl Polymers Limited,5657
2064,PODDARHOUS,Poddar Housing and Development Limited,5627
2065,SHANTHALA,Shanthala FMCG Products Limited,5626
2066,AARVEEDEN,Aarvee Denims & Exports Limited,5595
2067,REXPIPES,Rex Pipes And Cables Industries Limited,5547
2068,JETKNIT,Jet Knitwears Limited,5512
2069,ENSER,Enser Communications Limited,5509
2070,SHRENIK,Shrenik Limited,5508
2071,DNAMEDIA,Diligent Media Corporation Limited,5473
2072,MASTER,Master Components Limited,5460
2073,ACSAL,Arvind and Company Shipping Agencies Limited,5444
2074,SILGO,Silgo Retail Limited,5443
2075,AKASH,Akash Infra-Projects Limited,5278
2076,SEYAIND,Seya Industries Limited,5195
2077,AJOONI,Ajooni Biotech Limited,5169
2078,TFL,Transwarranty Finance Limited,5132
2079,TAPIFRUIT,Tapi Fruit Processing Limited,5128
2080,LFIC,Lakshmi Finance & Industrial Corporation Limited,5108
2081,WOMANCART,Womancart Limited,5071
2082,ASLIND,ASL Industries Limited,5052
2083,TIMESCAN,Timescan Logistics (India) Limited,5044
2084,ANKITMETAL,Ankit Metal & Power Limited,5009
2085,ICDSLTD,ICDS Limited,5009
2086,YCCL,Yasons Chemex Care Limited,4980
2087,UMA,Uma Converter Limited,4947
2088,WALPAR,Walpar Nutritions Limited,4942
2089,SONUINFRA,Sonu Infratech Limited,4938
2090,SEL,Sungarner Energies Limited,4932
2091,LIBAS,Libas Consumer Products Limited,4926
2092,3PLAND,3P Land Holdings Limited,4860
2093,BURNPUR,Burnpur Cement Limited,4823
2094,SITINET,Siti Networks Limited,4796
2095,RKDL,Ravi Kumar Distilleries Limited,4788
2096,MAKS,Maks Energy Solutions India Limited,4716
2097,SRPL,Shree Ram Proteins Limited,4712
2098,BMETRICS,Bombay Metrics Supply Chain Limited,4649
2099,ITALIANE,Italian Edibles Limited,4647
2100,LAXMICOT,Laxmi Cotspin Limited,4578
2101,UWCSL,Ultra Wiring Connectivity System Limited,4548
2102,TNTELE,Tamilnadu Telecommunication Limited,4544
2103,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,4518
2104,ASHOKAMET,Ashoka Metcast Limited,4512
2105,ADL,Archidply Decor Limited,4511
2106,KHANDSE,Khandwala Securities Limited,4477
2107,VINEETLAB,Vineet Laboratories Limited,4462
2108,TECHIN,Techindia Nirman Limited,4427
2109,PATTECH,Pattech Fitwell Tube Components Limited,4402
2110,CBAZAAR,Net Avenue Technologies Limited,4387
2111,BINANIIND,Binani Industries Limited,4376
2112,21STCENMGM,21st Century Management Services Limited,4368
2113,KRIDHANINF,Kridhan Infra Limited,4360
2114,GODHA,Godha Cabcon & Insulation Limited,4331
2115,JFLLIFE,Jfl Life Sciences Limited,4328
2116,ISHAN,Ishan International Limited,4325
2117,NEXTMEDIA,Next Mediaworks Limited,4315
2118,SUULD,Suumaya Industries Limited,4268
2119,ARISTO,Aristo Bio-Tech And Lifescience Limited,4251
2120,TGBHOTELS,TGB Banquets And Hotels Limited,4247
2121,DKEGL,D.K. Enterprises Global Limited,4204
2122,MARINETRAN,Marinetrans India Limited,4200
2123,DESTINY,Destiny Logistics & Infra Limited,4186
2124,FLFL,Future Lifestyle Fashions Limited,4136
2125,ARSSINFRA,ARSS Infrastructure Projects Limited,4047
2126,ONELIFECAP,Onelife Capital Advisors Limited,4041
2127,INSPIRE,Inspire Films Limited,4001
2128,VSCL,Vadivarhe Speciality Chemicals Limited,3963
2129,SGL,STL Global Limited,3927
2130,EDUCOMP,Educomp Solutions Limited,3919
2131,SAGARDEEP,Sagardeep Alloys Limited,3889
2132,ROLLT,Rollatainers Limited,3877
2133,KONTOR,Kontor Space Limited,3850
2134,SHAIVAL,Shaival Reality Limited,3848
2135,AGARWALFT,Agarwal Float Glass India Limited,3832
2136,TECILCHEM,TECIL Chemicals and Hydro Power Limited,3812
2137,CMRSL,Cyber Media Research & Services Limited,3796
2138,NIDAN,Nidan Laboratories and Healthcare Limited,3760
2139,UNIINFO,Uniinfo Telecom Services Limited,3732
2140,COUNCODOS,Country Condo's Limited,3725
2141,AMEYA,Ameya Precision Engineers Limited,3705
2142,SUPERSPIN,Super Spinning Mills Limited,3685
2143,CYBERMEDIA,Cyber Media (India) Limited,3643
2144,TIJARIA,Tijaria Polypipes Limited,3621
2145,WILLAMAGOR,Williamson Magor & Company Limited,3621
2146,GSTL,Globesecure Technologies Limited,3607
2147,COMPINFO,Compuage Infocom Limited,3602
2148,MINDPOOL,Mindpool Technologies Limited,3602
2149,POLYSIL,Polysil Irrigation Systems Limited,3459
2150,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,3455
2151,JIWANRAM,Jiwanram Sheoduttrai Industries Limited,3440
2152,MADHAV,Madhav Marbles and Granites Limited,3436
2153,NKIND,NK Industries Limited,3378
2154,SANGINITA,Sanginita Chemicals Limited,3367
2155,MEGAFLEX,Mega Flex Plastics Limited,3261
2156,ADROITINFO,Adroit Infotech Limited,3228
2157,FMNL,Future Market Networks Limited,3222
2158,HEADSUP,Heads UP Ventures Limited,3169
2159,KEEPLEARN,DSJ Keep Learning Limited,3153
2160,ACEINTEG,Ace Integrated Solutions Limited,3142
